Date,Open,High,Low,Close,Adj Close,Volume
2016-02-19,3305.600098,3354.000000,3289.399902,3289.399902,3289.399902,0
2016-02-22,3296.600098,3312.100098,3294.000000,3312.100098,3312.100098,0
2016-02-23,3309.800049,3324.000000,3265.199951,3324.000000,3324.000000,0
2016-02-24,3259.000000,3337.000000,3259.000000,3265.500000,3265.500000,0
2016-02-25,3266.699951,3312.000000,3266.699951,3297.699951,3297.699951,0
2016-02-26,3288.699951,3338.000000,3267.000000,3295.500000,3295.500000,0
2016-02-29,3296.699951,3299.000000,3290.000000,3297.600098,3297.600098,0
2016-03-01,3299.199951,3299.199951,3227.000000,3249.199951,3249.199951,0
2016-03-02,3247.699951,3251.100098,3182.699951,3205.000000,3205.000000,0
2016-03-03,3178.500000,3215.000000,3139.199951,3139.199951,3139.199951,0
2016-03-04,3139.699951,3158.000000,3139.699951,3141.899902,3141.899902,0
2016-03-07,3145.199951,3145.199951,3108.100098,3108.100098,3108.100098,0
2016-03-08,3090.899902,3090.899902,3070.600098,3071.000000,3071.000000,0
2016-03-09,3074.500000,3158.699951,3074.500000,3158.699951,3158.699951,0
2016-03-10,3155.699951,3155.699951,3140.000000,3140.000000,3140.000000,0
2016-03-11,3081.800049,3174.300049,3081.800049,3164.600098,3164.600098,0
2016-03-14,3163.300049,3185.000000,3104.100098,3107.100098,3107.100098,0
2016-03-15,3105.600098,3178.000000,3105.600098,3165.000000,3165.000000,0
2016-03-16,3163.000000,3163.000000,3085.500000,3085.500000,3085.500000,0
2016-03-17,3084.699951,3120.399902,3072.000000,3118.500000,3118.500000,0
2016-03-18,3030.899902,3030.899902,3030.899902,3030.899902,3030.899902,0
2016-03-21,3028.899902,3072.000000,3028.899902,3072.000000,3072.000000,0
2016-03-22,3036.500000,3071.000000,3027.199951,3028.000000,3028.000000,0
2016-03-23,3030.100098,3068.000000,2986.100098,3065.000000,3065.000000,0
2016-03-24,2986.699951,3072.000000,2986.699951,3072.000000,3072.000000,0
2016-03-25,3071.000000,3072.000000,3022.300049,3072.000000,3072.000000,0
2016-03-28,3025.100098,3067.000000,3022.899902,3024.000000,3024.000000,0
2016-03-29,3013.899902,3061.000000,2979.000000,3058.000000,3058.000000,0
2016-03-30,3015.199951,3023.000000,3010.199951,3010.199951,3010.199951,0
2016-03-31,2969.399902,3002.000000,2969.399902,2999.000000,2999.000000,0
2016-04-01,2957.000000,3046.000000,2957.000000,3033.000000,3033.000000,0
2016-04-04,2961.000000,3064.000000,2961.000000,3064.000000,3064.000000,0
2016-04-05,2987.100098,3088.000000,2987.100098,3084.000000,3084.000000,0
2016-04-06,3016.199951,3085.000000,3016.199951,3029.699951,3029.699951,0
